159.175170953614	240.824829046386	118.350341907227
154.772616174605	236.257887089677	118.514729084928
150.552176107539	231.544947418653	119.007228688885
146.530844974985	226.704987377967	119.825857597018
142.724815258113	221.757495778469	120.967319479644
139.149412495276	216.722394422643	122.427018072634
135.819033571486	211.619957886542	124.199075684944
132.747088747230	206.470731881224	126.276356866007
129.945947660094	201.295450522424	128.650497137670
127.426889516589	196.114952841592	131.311936674997
125.200057674774	190.950098874464	134.249958800310
123.274418800529	185.821685665062	137.452733135467
121.657726761959	180.750363523339	140.907363238619
120.356491407300	175.756552873669	144.599938533632
119.375952352065	170.860362029002	148.515590323063
118.720057880953	166.081506221791	152.638551659161
118.391449049505	161.439228217704	156.952220831800
118.391449049505	156.952220831800	161.439228217704
118.720057880953	152.638551659161	166.081506221791
119.375952352065	148.515590323063	170.860362029002
120.356491407300	144.599938533632	175.756552873669
121.657726761959	140.907363238619	180.750363523339
123.274418800529	137.452733135467	185.821685665062
125.200057674774	134.249958800310	190.950098874464
127.426889516589	131.311936674997	196.114952841592
129.945947660094	128.650497137670	201.295450522424
132.747088747230	126.276356866007	206.470731881224
135.819033571486	124.199075684944	211.619957886542
139.149412495276	122.427018072634	216.722394422643
142.724815258113	120.967319479644	221.757495778469
146.530844974985	119.825857597018	226.704987377967
150.552176107539	119.007228688885	231.544947418653
154.772616174605	118.514729084928	236.257887089677
159.175170953614	118.350341907227	240.824829046386
163.742112910323	118.514729084928	245.227383825395
168.455052581347	119.007228688885	249.447823892461
173.295012622033	119.825857597018	253.469155025015
178.242504221531	120.967319479644	257.275184741887
183.277605577357	122.427018072634	260.850587504724
188.380042113458	124.199075684944	264.180966428514
193.529268118776	126.276356866007	267.252911252770
198.704549477576	128.650497137670	270.054052339906
203.885047158408	131.311936674997	272.573110483411
209.049901125536	134.249958800310	274.799942325226
214.178314334938	137.452733135467	276.725581199471
219.249636476661	140.907363238619	278.342273238041
224.243447126331	144.599938533632	279.643508592700
229.139637970998	148.515590323063	280.624047647935
233.918493778209	152.638551659161	281.279942119047
238.560771782296	156.952220831800	281.608550950495
243.047779168200	161.439228217704	281.608550950495
247.361448340839	166.081506221791	281.279942119047
251.484409676937	170.860362029002	280.624047647935
255.400061466368	175.756552873669	279.643508592700
259.092636761381	180.750363523339	278.342273238041
262.547266864533	185.821685665062	276.725581199471
265.750041199690	190.950098874464	274.799942325226
268.688063325003	196.114952841592	272.573110483411
271.349502862330	201.295450522424	270.054052339906
273.723643133993	206.470731881224	267.252911252770
275.800924315056	211.619957886542	264.180966428514
277.572981927366	216.722394422643	260.850587504724
279.032680520356	221.757495778469	257.275184741887
280.174142402982	226.704987377967	253.469155025015
280.992771311115	231.544947418653	249.447823892461
281.485270915072	236.257887089677	245.227383825395
281.649658092773	240.824829046386	240.824829046386
281.485270915072	245.227383825395	236.257887089677
280.992771311115	249.447823892461	231.544947418653
280.174142402982	253.469155025015	226.704987377967
279.032680520356	257.275184741887	221.757495778469
277.572981927366	260.850587504724	216.722394422643
275.800924315056	264.180966428514	211.619957886542
273.723643133993	267.252911252770	206.470731881224
271.349502862330	270.054052339906	201.295450522424
268.688063325003	272.573110483411	196.114952841592
265.750041199690	274.799942325226	190.950098874464
262.547266864533	276.725581199471	185.821685665062
259.092636761381	278.342273238041	180.750363523339
255.400061466368	279.643508592700	175.756552873669
251.484409676937	280.624047647935	170.860362029002
247.361448340839	281.279942119047	166.081506221791
243.047779168200	281.608550950495	161.439228217704
238.560771782296	281.608550950495	156.952220831800
233.918493778209	281.279942119047	152.638551659161
229.139637970998	280.624047647935	148.515590323063
224.243447126331	279.643508592700	144.599938533632
219.249636476661	278.342273238041	140.907363238619
214.178314334938	276.725581199471	137.452733135467
209.049901125536	274.799942325226	134.249958800310
203.885047158408	272.573110483411	131.311936674997
198.704549477576	270.054052339906	128.650497137670
193.529268118776	267.252911252770	126.276356866007
188.380042113458	264.180966428514	124.199075684944
183.277605577357	260.850587504724	122.427018072634
178.242504221531	257.275184741887	120.967319479644
173.295012622033	253.469155025015	119.825857597018
168.455052581347	249.447823892462	119.007228688885
163.742112910323	245.227383825395	118.514729084928
159.175170953614	240.824829046386	118.350341907227
